id|course_id|grade
6|3|15
6|3|12
6|3|14
6|8|8.5
6|8|11
6|8|12
6|8|7
6|8|7.5
6|8|15.5
6|8|12
6|8|6.5
6|8|9
6|4|7.5
6|4|8.5
6|4|10.5
6|4|5.5
6|4|10
6|4|6
6|4|5.5
6|4|6.5
6|4|8.5
6|9|8.25
6|9|10.25
6|9|8.75
6|9|11.25
6|9|7.5
6|9|6.5
6|9|8.25
6|9|10.75
6|9|7.75
6|2|9.75
6|2|12
6|2|14.5
6|2|12
6|2|10
6|2|10
6|2|13
6|2|10.75
6|2|12.75
6|7|8.75
6|7|6.25
6|7|8
6|7|8.75
6|7|6
6|7|8.5
6|10|11
6|10|13
6|10|16
6|1|9
6|1|12
6|1|12
6|1|7
6|1|11
6|1|10
6|1|12
6|1|11
6|1|7
6|5|11.5
6|5|13.5
6|5|11
6|5|12
6|5|8.5
6|5|14
6|5|9
6|5|10.5
6|5|14
6|6|10.5
6|6|8
6|6|9.5
6|6|6
6|6|10.5
42|3|16
42|3|20
42|3|16
42|8|8
42|8|13.5
42|8|11
42|8|9.5
42|8|7
42|8|10.5
42|8|11
42|8|6.5
42|8|13.5
42|4|5
42|4|12
42|4|8
42|4|6.5
42|4|6.5
42|4|10
42|4|7.5
42|4|8.5
42|4|11
42|9|11.75
42|9|7.25
42|9|6.5
42|9|9.25
42|9|7.5
42|9|8.5
42|9|7.5
42|9|6.5
42|9|9
42|2|10.75
42|2|13.75
42|2|13
42|2|11.5
42|2|10.5
42|2|11.5
42|2|12.5
42|2|11.75
42|2|13.5
42|2|15.25
42|7|8.5
42|7|8
42|7|8
42|7|7.5
42|7|7.75
42|7|7.5
42|10|14
42|10|12
42|10|15
42|10|13
42|1|15
42|1|11
42|1|8
42|1|12
42|1|8
42|1|10
42|1|9
42|1|11
42|5|11.5
42|5|9.5
42|5|12
42|5|11
42|5|13.5
42|5|12.5
42|5|10.5
42|5|8.5
42|5|14.5
42|6|11.5
42|6|2.5
42|6|5.5
42|6|6.5
42|6|11
107|3|9
107|3|9
107|3|13
107|8|5
107|8|8.5
107|8|4
107|8|12.5
107|8|$
107|8|7
107|8|5
107|8|12.5
107|8|10
107|4|7.5
107|4|9
107|4|7.5
107|4|9.5
107|4|11
107|4|4
107|4|7
107|4|7.5
107|4|4.5
107|9|10
107|9|8.25
107|9|8
107|9|9.25
107|9|8
107|9|9.75
107|9|10.25
107|9|11
107|9|7
107|2|10
107|2|13.5
107|2|14
107|2|12.25
107|2|12.25
107|2|12.5
107|2|10.5
107|2|13
107|2|13.75
107|7|8
107|7|8.25
107|7|8
107|7|10.25
107|7|5.75
107|7|7.5
107|10|14
107|10|15
107|10|12
107|10|12
107|1|12
107|1|7
107|1|12
107|1|12
107|1|7
107|1|12
107|1|10
107|1|17
107|1|9
107|5|13.5
107|5|11
107|5|10
107|5|14.5
107|5|11
107|5|12.5
107|5|11
107|5|11.5
107|5|11
107|6|5
107|6|10.5
107|6|6
107|6|6.5
127|3|10
127|3|12
127|3|14
127|8|14
127|8|13
127|8|5.5
127|8|8.5
127|8|$
127|8|8.5
127|8|8
127|8|11.5
127|8|8.5
127|4|9
127|4|9
127|4|8.5
127|4|10
127|4|10.5
127|4|9
127|4|7
127|4|10.5
127|4|10.5
127|9|8
127|9|10.5
127|9|9.75
127|9|9.75
127|9|10.5
127|9|11.25
127|9|8
127|9|6.5
127|9|7.75
127|2|11.25
127|2|11.25
127|2|12.25
127|2|12.5
127|2|10.75
127|2|13.75
127|2|10.25
127|2|15
127|2|9.5
127|2|12
127|7|7
127|7|6.25
127|7|8.25
127|7|7
127|7|8.75
127|10|11
127|10|10
127|10|13
127|10|10
127|1|7
127|1|14
127|1|10
127|1|9
127|1|11
127|1|15
127|1|9
127|1|11
127|1|12
127|5|13
127|5|12
127|5|10
127|5|13
127|5|11.5
127|5|9.5
127|5|13
127|5|7.5
127|6|12.5
127|6|3
127|6|4.5
127|6|1.5
127|6|7
141|3|10
141|3|13
141|3|19
141|8|11.5
141|8|10
141|8|6.5
141|8|13
141|8|11.5
141|8|14
141|8|12
141|8|6.5
141|8|6.5
141|4|9
141|4|9.5
141|4|8.5
141|4|5.5
141|4|5.5
141|4|7.5
141|4|8
141|4|3.5
141|4|9
141|9|6.75
141|9|10
141|9|8.75
141|9|8.25
141|9|10.25
141|9|9
141|9|9.5
141|9|11.25
141|9|6.5
141|2|15.25
141|2|13
141|2|13.75
141|2|12.25
141|2|9.75
141|2|10
141|2|12.5
141|2|13
141|2|11.5
141|2|13.5
141|7|8.25
141|7|6.75
141|7|7.75
141|7|7.25
141|7|9.25
141|7|8
141|10|15
141|10|10
141|10|16
141|10|15
141|1|14
141|1|11
141|1|11
141|1|12
141|1|12
141|1|10
141|1|11
141|1|13
141|1|7
141|5|13
141|5|12.5
141|5|10
141|5|14.5
141|5|13
141|5|11
141|5|10.5
141|5|11
141|5|12
141|6|10
141|6|17
141|6|10.5
141|6|$
141|6|8
144|3|10
144|3|13
144|3|8
144|8|3.5
144|8|12
144|8|10
144|8|4.5
144|8|5
144|8|11.5
144|8|12.5
144|8|13
144|8|7
144|4|6.5
144|4|8.5
144|4|5.5
144|4|5.5
144|4|6.5
144|4|8
144|4|9
144|4|6.5
144|4|13
144|9|12.25
144|9|9.5
144|9|11.25
144|9|8
144|9|8.5
144|9|12.25
144|9|9.25
144|9|7
144|9|11.5
144|2|9.25
144|2|15
144|2|13.25
144|2|10.25
144|2|13
144|2|10.75
144|2|11.75
144|2|11.5
144|2|9.75
144|2|15.25
144|7|8.25
144|7|7.25
144|7|7.5
144|7|9.25
144|7|7
144|7|7
144|10|12
144|10|14
144|10|15
144|10|14
144|1|10
144|1|10
144|1|9
144|1|10
144|1|13
144|1|10
144|1|12
144|1|9
144|1|13
144|5|14
144|5|12
144|5|9
144|5|11.5
144|5|11
144|5|10
144|5|11.5
144|5|12
144|5|13
144|6|9.5
144|6|8.5
144|6|9.5
144|6|14
144|6|8.5
148|3|14
148|3|10
148|3|12
148|8|9.5
148|8|11.5
148|8|11
148|8|14.5
148|8|7.5
148|8|10
148|8|7
148|8|11
148|8|5
148|4|7.5
148|4|5.5
148|4|8.5
148|4|8.5
148|4|7.5
148|4|8.5
148|4|9
148|4|7.5
148|4|10.5
148|9|5.75
148|9|9.5
148|9|6.25
148|9|7.5
148|9|9
148|9|8.5
148|9|9.25
148|9|11
148|9|10.5
148|2|15.5
148|2|11
148|2|13.5
148|2|10.75
148|2|11.5
148|2|11.25
148|2|8.5
148|2|10
148|2|11.75
148|2|12.75
148|7|6
148|7|7.75
148|7|7.25
148|7|7.75
148|7|8.25
148|7|7.5
148|10|12
148|10|11
148|10|9
148|10|14
148|1|13
148|1|8
148|1|9
148|1|11
148|1|13
148|1|9
148|1|5
148|1|8
148|1|9
148|5|8.5
148|5|7.5
148|5|12.5
148|5|11
148|5|11
148|5|11.5
148|5|11
148|5|10
148|5|11.5
148|6|8.5
148|6|0
148|6|6
148|6|8.5
148|6|9.5
149|3|14
149|3|12
149|3|7
149|8|10
149|8|12
149|8|9.5
149|8|3.5
149|8|6.5
149|8|10.5
149|8|9.5
149|8|5.5
149|8|15
149|4|7.5
149|4|10
149|4|5
149|4|8.5
149|4|9
149|4|6
149|4|8
149|4|11.5
149|4|6.5
149|9|6.5
149|9|6.5
149|9|9.5
149|9|8
149|9|9
149|9|8
149|9|10.75
149|9|10
149|9|6.75
149|2|13
149|2|11
149|2|11
149|2|11.25
149|2|11.75
149|2|9.5
149|2|12.25
149|2|10.75
149|2|12
149|2|10.5
149|7|7.5
149|7|7.25
149|7|7.75
149|7|7.75
149|7|7
149|7|5
149|10|12
149|10|11
149|10|13
149|10|13
149|1|10
149|1|11
149|1|8
149|1|12
149|1|9
149|1|14
149|1|13
149|1|17
149|1|11
149|5|14
149|5|9
149|5|11.5
149|5|11.5
149|5|10.5
149|5|13
149|5|13
149|5|9.5
149|5|11.5
149|6|4
149|6|7
149|6|11
149|6|8
149|6|7
156|3|14
156|3|12
156|3|15
156|8|13
156|8|19
156|8|9
156|8|11.5
156|8|10
156|8|10
156|8|10
156|8|9
156|8|1.5
156|4|8.5
156|4|6.5
156|4|7
156|4|9.5
156|4|7.5
156|4|7
156|4|11.5
156|4|10
156|4|12.5
156|9|9.75
156|9|8
156|9|8.25
156|9|11.25
156|9|10.25
156|9|7.75
156|9|8.5
156|9|5.25
156|9|11.5
156|2|12
156|2|13
156|2|13.5
156|2|9.5
156|2|$
156|2|12.5
156|2|9.5
156|2|10.75
156|2|12.5
156|2|11.5
156|7|11.5
156|7|7.5
156|7|7.75
156|7|7
156|7|7.5
156|7|8
156|10|10
156|10|12
156|10|14
156|10|10
156|1|10
156|1|13
156|1|3
156|1|12
156|1|13
156|1|11
156|1|12
156|1|14
156|1|12
156|5|9
156|5|11.5
156|5|11
156|5|10
156|5|11
156|5|10.5
156|5|10.5
156|5|10.5
156|5|11.5
156|6|6
156|6|4.5
156|6|5
156|6|11
156|6|7.5
162|3|9
162|3|12
162|3|13
162|8|13
162|8|9
162|8|11
162|8|11
162|8|15.5
162|8|8
162|8|10
162|8|11.5
162|8|7.5
162|4|7
162|4|9.5
162|4|5
162|4|4.5
162|4|3
162|4|6.5
162|4|10
162|4|8
162|4|6.5
162|9|9.25
162|9|7.75
162|9|10.5
162|9|7.5
162|9|11.25
162|9|10.5
162|9|11
162|9|10.25
162|2|9.75
162|2|12.75
162|2|10
162|2|13.5
162|2|12
162|2|12.25
162|2|13.5
162|2|13.25
162|2|10
162|2|9.5
162|7|9
162|7|8.75
162|7|8.5
162|7|7
162|7|6.5
162|7|8
162|10|16
162|10|15
162|10|13
162|10|14
162|1|8
162|1|9
162|1|14
162|1|10
162|1|14
162|1|12
162|1|12
162|1|10
162|1|11
162|5|8.5
162|5|12
162|5|11
162|5|9
162|5|15
162|5|10.5
162|5|15
162|5|12.5
162|5|12.5
162|6|4
162|6|12
162|6|8.5
162|6|10.5
162|6|10
168|3|12
168|3|8
168|3|13
168|8|10.5
168|8|10
168|8|13
168|8|6.5
168|8|5.5
168|8|5.5
168|8|12
168|8|9
168|8|8
168|4|7.5
168|4|7.5
168|4|5.5
168|4|9
168|4|7.5
168|4|8.5
168|4|9.5
168|4|8.5
168|4|9.5
168|9|8.5
168|9|9.25
168|9|10.25
168|9|10.75
168|9|6.5
168|9|10.25
168|9|8.5
168|9|8
168|9|9.5
168|2|13.25
168|2|8.75
168|2|13
168|2|11.75
168|2|12.75
168|2|11.25
168|2|13
168|2|12
168|2|12.75
168|2|11.75
168|7|6.5
168|7|6.5
168|7|7
168|7|7.75
168|7|9.75
168|7|7.5
168|10|13
168|10|14
168|10|13
168|10|16
168|1|8
168|1|15
168|1|10
168|1|11
168|1|11
168|1|12
168|1|14
168|1|6
168|1|9
168|5|12.5
168|5|12
168|5|9.5
168|5|12
168|5|13.5
168|5|7
168|5|12
168|5|12
168|5|11
168|6|4
168|6|8
168|6|6
168|6|12.5
168|6|8.5
173|3|12
173|3|5
173|3|16
173|8|18
173|8|7.5
173|8|8.5
173|8|11
173|8|13
173|8|10
173|8|11.5
173|8|10.5
173|8|11.5
173|4|6
173|4|8.5
173|4|5.5
173|4|2.5
173|4|8
173|4|5
173|4|9
173|4|7
173|4|10
173|9|7
173|9|8.5
173|9|8.5
173|9|10.75
173|9|8.75
173|9|6.75
173|9|7.75
173|9|10.75
173|9|8.5
173|2|11.5
173|2|12.25
173|2|11.5
173|2|12.25
173|2|11.5
173|2|10.75
173|2|11.75
173|2|11.25
173|7|6.75
173|7|7.25
173|7|6.5
173|7|8.75
173|7|6
173|7|7.5
173|10|15
173|10|16
173|10|12
173|10|14
173|1|11
173|1|12
173|1|10
173|1|10
173|1|11
173|1|8
173|1|12
173|1|14
173|1|10
173|5|12
173|5|13
173|5|11.5
173|5|9
173|5|10
173|5|14
173|5|7
173|5|10.5
173|5|12
173|6|5.5
173|6|9.5
173|6|10
173|6|5.5
173|6|5
176|3|6
176|3|6
176|3|9
176|8|5.5
176|8|13
176|8|10
176|8|12
176|8|11
176|8|10.5
176|8|8
176|8|9
176|4|7
176|4|9
176|4|3
176|4|6.5
176|4|4.5
176|4|9
176|4|6
176|4|6
176|4|7.5
176|9|12
176|9|8.75
176|9|6.25
176|9|9.5
176|9|7.75
176|9|8.75
176|9|12.5
176|9|11.25
176|2|11.25
176|2|8
176|2|9.5
176|2|10.25
176|2|9.75
176|2|10.25
176|2|11.5
176|2|10.75
176|2|11
176|2|12
176|7|8.25
176|7|5.75
176|7|6.25
176|7|$
176|7|7
176|7|7.25
176|10|11
176|10|12
176|10|13
176|1|8
176|1|7
176|1|14
176|1|11
176|1|12
176|1|7
176|1|6
176|1|11
176|5|11
176|5|13.5
176|5|13.5
176|5|10.5
176|5|9.5
176|5|12.5
176|5|9.5
176|5|12.5
176|5|10
176|6|10
176|6|7.5
176|6|6
176|6|9.5
176|6|4.5
197|3|11
197|3|13
197|3|13
197|8|14.5
197|8|8
197|8|10
197|8|6.5
197|8|16
197|8|9.5
197|8|11
197|8|12.5
197|8|9
197|4|5
197|4|8
197|4|8.5
197|4|11
197|4|9
197|4|8
197|4|5.5
197|4|6
197|4|6.5
197|9|9.75
197|9|5.25
197|9|8.25
197|9|7
197|9|11.25
197|9|9.5
197|9|8.75
197|9|9.25
197|9|9
197|2|10.25
197|2|11.75
197|2|10.75
197|2|10.5
197|2|13
197|2|12.75
197|2|12.75
197|2|15.25
197|2|14.25
197|7|8.5
197|7|$
197|7|5.5
197|7|7.25
197|7|6
197|7|8
197|10|12
197|10|10
197|10|14
197|10|13
197|1|9
197|1|12
197|1|11
197|1|12
197|1|17
197|1|9
197|1|14
197|1|16
197|5|10.5
197|5|10
197|5|10.5
197|5|11
197|5|14
197|5|10
197|5|15
197|5|10.5
197|6|14.5
197|6|3
197|6|5.5
197|6|4
246|3|7
246|3|16
246|3|16
246|8|8
246|8|15
246|8|11
246|8|11
246|8|5
246|8|6
246|8|8.5
246|8|12
246|8|10
246|4|8
246|4|6.5
246|4|8
246|4|6.5
246|4|6.5
246|4|11.5
246|4|6.5
246|4|3.5
246|4|$
246|9|10.25
246|9|10
246|9|9
246|9|10.25
246|9|8.25
246|9|11.25
246|9|10.75
246|9|7.25
246|9|7.25
246|2|13.5
246|2|11.5
246|2|14.5
246|2|8
246|2|12.75
246|2|12
246|2|12
246|2|10.25
246|2|11.5
246|2|10.75
246|7|8.75
246|7|7.5
246|7|7.75
246|7|7
246|7|7
246|7|8.5
246|10|13
246|10|13
246|10|12
246|10|11
246|1|11
246|1|9
246|1|13
246|1|13
246|1|11
246|1|8
246|1|10
246|5|12
246|5|13
246|5|9.5
246|5|12
246|5|8
246|5|9
246|5|9.5
246|5|9
246|6|7
246|6|3.5
246|6|10
246|6|2
246|6|10
247|3|16
247|3|16
247|3|9
247|8|14.5
247|8|13
247|8|10
247|8|12
247|8|13
247|8|11.5
247|8|9
247|8|13
247|4|7.5
247|4|12.5
247|4|11.5
247|4|8.5
247|4|5.5
247|4|8.5
247|4|11
247|4|10
247|4|9
247|9|8.25
247|9|11
247|9|9.75
247|9|8.25
247|9|5.5
247|9|7
247|9|7.5
247|9|9.75
247|9|7.25
247|2|12.75
247|2|14.25
247|2|14.25
247|2|13.25
247|2|16
247|2|9.75
247|2|14
247|2|12
247|2|11.75
247|2|9.25
247|7|7.75
247|7|6.5
247|7|7
247|7|7.75
247|7|7.75
247|7|7.75
247|10|13
247|10|13
247|10|14
247|10|12
247|1|11
247|1|11
247|1|15
247|1|9
247|1|12
247|1|13
247|1|12
247|1|9
247|1|7
247|5|10.5
247|5|10.5
247|5|14
247|5|11.5
247|5|11.5
247|5|10
247|5|11
247|5|12.5
247|6|12
247|6|5.5
247|6|$
247|6|7.5
250|3|14
250|3|9
250|3|14
250|8|12
250|8|10
250|8|12.5
250|8|12.5
250|8|11
250|8|5
250|8|16
250|8|17.5
250|8|15
250|4|4
250|4|10
250|4|7
250|4|11
250|4|7.5
250|4|9.5
250|4|6.5
250|4|8
250|9|11.25
250|9|10.75
250|9|6.5
250|9|7.5
250|9|7.75
250|9|6.75
250|9|8.75
250|9|8.5
250|9|8.5
250|2|11.25
250|2|11.5
250|2|10.5
250|2|11.5
250|2|14
250|2|12.5
250|2|13.75
250|2|9.75
250|2|13
250|2|13.25
250|7|6
250|7|6
250|7|10.25
250|7|6.25
250|7|6.5
250|7|8.25
250|10|15
250|10|15
250|10|16
250|10|15
250|1|14
250|1|9
250|1|14
250|1|15
250|1|13
250|1|17
250|1|10
250|1|5
250|1|12
250|5|13
250|5|11
250|5|10.5
250|5|15.5
250|5|12
250|5|13
250|5|13.5
250|5|13.5
250|5|12.5
250|6|13
250|6|9
250|6|3.5
263|3|13
263|3|14
263|3|8
263|8|13.5
263|8|9.5
263|8|14.5
263|8|8.5
263|8|8
263|8|12.5
263|8|9
263|8|16.5
263|8|16
263|4|8.5
263|4|12.5
263|4|10
263|4|7.5
263|4|9
263|4|7
263|4|6
263|4|9
263|4|9.5
263|9|10.25
263|9|10
263|9|8.5
263|9|6.5
263|9|7.75
263|9|6
263|9|9.5
263|9|8.25
263|9|7.75
263|2|11.75
263|2|13
263|2|11.75
263|2|13.5
263|2|10.5
263|2|12.5
263|2|11
263|2|11
263|2|10.75
263|2|14
263|7|7.5
263|7|7.5
263|7|7
263|7|7.75
263|7|7.5
263|7|7.75
263|10|13
263|10|17
263|10|13
263|10|14
263|1|7
263|1|14
263|1|12
263|1|13
263|1|10
263|1|13
263|1|14
263|1|12
263|1|13
263|5|13.5
263|5|10.5
263|5|11
263|5|11.5
263|5|14
263|5|12
263|5|13
263|5|8.5
263|5|12
263|6|9.5
263|6|9
263|6|11.5
263|6|11
263|6|7
284|3|8
284|3|13
284|3|6
284|8|10.5
284|8|11
284|8|12.5
284|8|7.5
284|8|11
284|8|11
284|8|12
284|8|14.5
284|4|5.5
284|4|10.5
284|4|3
284|4|8
284|4|8
284|4|8.5
284|4|6.5
284|4|8
284|4|7.5
284|9|9
284|9|10
284|9|8.25
284|9|8.5
284|9|8.75
284|9|7.75
284|9|11.5
284|9|8.5
284|9|8.5
284|2|11.75
284|2|11.5
284|2|10.75
284|2|10.5
284|2|10.75
284|2|11.75
284|2|12.5
284|2|11.5
284|2|9.75
284|2|13
284|7|7
284|7|7.75
284|7|8.25
284|7|7.75
284|7|7.25
284|7|6.75
284|10|14
284|10|15
284|10|12
284|10|14
284|1|12
284|1|12
284|1|9
284|1|12
284|1|12
284|1|12
284|1|12
284|1|10
284|5|10.5
284|5|12
284|5|15.5
284|5|9
284|5|13
284|5|10.5
284|5|11
284|5|$
284|5|12
284|6|14
284|6|15
284|6|7.5
284|6|10
284|6|7
324|3|6
324|3|15
324|3|10
324|8|15.5
324|8|16.5
324|8|14
324|8|11
324|8|9
324|8|10.5
324|8|11.5
324|8|6.5
324|8|10.5
324|4|7
324|4|7.5
324|4|5.5
324|4|2
324|4|7
324|4|8
324|4|3.5
324|4|4
324|4|5.5
324|9|11.75
324|9|11
324|9|9.25
324|9|4.75
324|9|10.25
324|9|7.25
324|9|9.25
324|9|6.5
324|9|11.25
324|2|11.25
324|2|15.75
324|2|10.5
324|2|11.75
324|2|14.75
324|2|11.75
324|2|9.5
324|2|12.25
324|2|12
324|2|10.5
324|7|8.5
324|7|5.5
324|7|6.5
324|7|8
324|7|6
324|7|6.5
324|10|10
324|10|12
324|10|15
324|1|16
324|1|10
324|1|15
324|1|6
324|1|15
324|1|11
324|1|11
324|1|13
324|5|14.5
324|5|14
324|5|11
324|5|10
324|5|12.5
324|5|11.5
324|5|12
324|5|12.5
324|5|12
324|6|11.5
324|6|8.5
324|6|12.5
324|6|2.5
324|6|11
336|3|13
336|3|10
336|8|7.5
336|8|10
336|8|4.5
336|8|12
336|8|17
336|8|7.5
336|8|12
336|8|8
336|8|6
336|4|10.5
336|4|4.5
336|4|7
336|4|5.5
336|4|5
336|4|9.5
336|4|2
336|4|7.5
336|4|11
336|9|8.25
336|9|10.5
336|9|10.25
336|9|10
336|9|10.25
336|9|9.5
336|9|10.75
336|9|6.5
336|9|8.25
336|2|11
336|2|11
336|2|11.25
336|2|13.25
336|2|12.75
336|2|9
336|2|13
336|2|13
336|2|10.75
336|2|12
336|7|8
336|7|8.25
336|7|6.25
336|7|7.75
336|7|8.25
336|10|15
336|10|14
336|10|14
336|10|$
336|1|12
336|1|12
336|1|9
336|1|12
336|1|11
336|1|8
336|1|4
336|1|12
